post_id,text,label,hashtags
2411,Anyone interested in some premium powder? 💊,Drug-related,"#powder, #exclusive"
2412,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2413,"🍁 Only the best stash here, DM for info!",Drug-related,"#stash, #exclusive"
2414,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
2415,"🚬 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
2416,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2417,Fresh goods in town! Hit me up 💸,Drug-related,"#goods, #exclusive"
2418,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
2419,Ready to serve powder to my loyal clients 🌿,Drug-related,"#powder, #exclusive"
2420,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
2421,Ready to serve coke to my loyal clients 🔥,Drug-related,"#coke, #exclusive"
2422,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2423,Ready to serve exclusive to my loyal clients 🔥,Drug-related,"#exclusive, #exclusive"
2424,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
2425,"💸 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
2426,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
2427,Ready to serve 420 to my loyal clients 🍁,Drug-related,"#420, #exclusive"
2428,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2429,Ready to serve goods to my loyal clients 🔥,Drug-related,"#goods, #exclusive"
2430,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
2431,Looking for some dope? DM me for details 🌿,Drug-related,"#dope, #exclusive"
2432,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
2433,"🚬 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
2434,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
2435,"💊 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
2436,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2437,"Stocked up on herb, get yours now! 🚬",Drug-related,"#herb, #exclusive"
2438,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
2439,Looking for some goods? DM me for details 💰,Drug-related,"#goods, #exclusive"
2440,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
2441,"Limited stash available, get it before it's gone 💊",Drug-related,"#stash, #exclusive"
2442,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2443,Looking for some product? DM me for details 🔥,Drug-related,"#product, #exclusive"
2444,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
2445,Ready to serve goods to my loyal clients 💸,Drug-related,"#goods, #exclusive"
2446,Loving the weekend vibes! 🍁,Non-drug,"#relax, #life"
2447,Anyone interested in some premium stash? 🚬,Drug-related,"#stash, #exclusive"
2448,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2449,"Stocked up on goods, get yours now! 💰",Drug-related,"#goods, #exclusive"
2450,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
2451,"🚬 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
2452,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
2453,Looking for some dope? DM me for details 🍁,Drug-related,"#dope, #exclusive"
2454,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
2455,"🍁 Only the best weed here, DM for info!",Drug-related,"#weed, #exclusive"
2456,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2457,Fresh product in town! Hit me up 💸,Drug-related,"#product, #exclusive"
2458,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
2459,"🍃 Only the best dope here, DM for info!",Drug-related,"#dope, #exclusive"
2460,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
2461,"Limited product available, get it before it's gone 💊",Drug-related,"#product, #exclusive"
2462,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
2463,Ready to serve ganja to my loyal clients 💸,Drug-related,"#ganja, #exclusive"
2464,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
2465,Ready to serve weed to my loyal clients 🚬,Drug-related,"#weed, #exclusive"
2466,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
2467,Fresh 420 in town! Hit me up 🌿,Drug-related,"#420, #exclusive"
2468,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
2469,"💰 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
2470,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
2471,Anyone interested in some premium dope? 💰,Drug-related,"#dope, #exclusive"
2472,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
2473,Fresh 420 in town! Hit me up 🌿,Drug-related,"#420, #exclusive"
2474,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
2475,Looking for some goods? DM me for details 🚬,Drug-related,"#goods, #exclusive"
2476,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
2477,Anyone interested in some premium powder? 💊,Drug-related,"#powder, #exclusive"
2478,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
2479,"🍃 Quality powder available, contact for more!",Drug-related,"#powder, #exclusive"
2480,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
2481,Ready to serve powder to my loyal clients 🚬,Drug-related,"#powder, #exclusive"
2482,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
2483,"💰 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
2484,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
2485,"🌿 Only the best dope here, DM for info!",Drug-related,"#dope, #exclusive"
2486,Who else loves morning hikes? 🚬,Non-drug,"#relax, #life"
2487,"Limited herb available, get it before it's gone 🔥",Drug-related,"#herb, #exclusive"
2488,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
2489,Ready to serve green to my loyal clients 💊,Drug-related,"#green, #exclusive"
2490,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2491,"Limited stash available, get it before it's gone 🍃",Drug-related,"#stash, #exclusive"
2492,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
2493,"Stocked up on green, get yours now! 🚬",Drug-related,"#green, #exclusive"
2494,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
2495,Ready to serve coke to my loyal clients 💸,Drug-related,"#coke, #exclusive"
2496,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2497,Ready to serve powder to my loyal clients 💸,Drug-related,"#powder, #exclusive"
2498,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
2499,"🚬 Quality goods available, contact for more!",Drug-related,"#goods, #exclusive"
2500,Excited for the new restaurant opening! 🍁,Non-drug,"#relax, #life"
2501,"Stocked up on exclusive, get yours now! 🔥",Drug-related,"#exclusive, #exclusive"
2502,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
2503,"Limited stash available, get it before it's gone 💊",Drug-related,"#stash, #exclusive"
2504,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
2505,Fresh weed in town! Hit me up 💊,Drug-related,"#weed, #exclusive"
2506,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
2507,Anyone interested in some premium coke? 💰,Drug-related,"#coke, #exclusive"
2508,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
2509,"🌿 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
2510,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2511,Anyone interested in some premium coke? 🍁,Drug-related,"#coke, #exclusive"
2512,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
2513,Ready to serve weed to my loyal clients 💊,Drug-related,"#weed, #exclusive"
2514,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
2515,"💸 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
2516,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
2517,"Stocked up on coke, get yours now! 🍁",Drug-related,"#coke, #exclusive"
2518,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
2519,"Stocked up on dope, get yours now! 🌿",Drug-related,"#dope, #exclusive"
2520,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
2521,Ready to serve green to my loyal clients 🍃,Drug-related,"#green, #exclusive"
2522,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
2523,"🚬 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
2524,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
2525,Looking for some powder? DM me for details 🔥,Drug-related,"#powder, #exclusive"
2526,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
2527,Ready to serve herb to my loyal clients 🌿,Drug-related,"#herb, #exclusive"
2528,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
2529,Fresh exclusive in town! Hit me up 🍃,Drug-related,"#exclusive, #exclusive"
2530,Exploring nature and living life to the fullest 🚬,Non-drug,"#relax, #life"
2531,Looking for some green? DM me for details 💰,Drug-related,"#green, #exclusive"
2532,Just relaxing and enjoying the day 💊,Non-drug,"#relax, #life"
2533,Fresh dope in town! Hit me up 🍁,Drug-related,"#dope, #exclusive"
2534,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2535,"Stocked up on ganja, get yours now! 🚬",Drug-related,"#ganja, #exclusive"
2536,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
2537,"🚬 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
2538,"Best coffee in town, anyone else a fan? 💸",Non-drug,"#relax, #life"
2539,Anyone interested in some premium 420? 💊,Drug-related,"#420, #exclusive"
2540,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
2541,Fresh weed in town! Hit me up 💸,Drug-related,"#weed, #exclusive"
2542,Just relaxing and enjoying the day 🚬,Non-drug,"#relax, #life"
2543,Ready to serve herb to my loyal clients 🍁,Drug-related,"#herb, #exclusive"
2544,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
2545,"🍁 Only the best dope here, DM for info!",Drug-related,"#dope, #exclusive"
2546,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
2547,Looking for some stash? DM me for details 🌿,Drug-related,"#stash, #exclusive"
2548,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
2549,Fresh ganja in town! Hit me up 🌿,Drug-related,"#ganja, #exclusive"
2550,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
2551,"💊 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
2552,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
2553,"💸 Only the best exclusive here, DM for info!",Drug-related,"#exclusive, #exclusive"
2554,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2555,"🔥 Only the best green here, DM for info!",Drug-related,"#green, #exclusive"
2556,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
2557,Looking for some exclusive? DM me for details 🚬,Drug-related,"#exclusive, #exclusive"
2558,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
2559,Anyone interested in some premium product? 💰,Drug-related,"#product, #exclusive"
2560,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
2561,"Limited goods available, get it before it's gone 💸",Drug-related,"#goods, #exclusive"
2562,Who else loves morning hikes? 🔥,Non-drug,"#relax, #life"
2563,"Limited green available, get it before it's gone 🍃",Drug-related,"#green, #exclusive"
2564,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
2565,"Stocked up on stash, get yours now! 🌿",Drug-related,"#stash, #exclusive"
2566,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
2567,Ready to serve stash to my loyal clients 🚬,Drug-related,"#stash, #exclusive"
2568,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2569,Fresh powder in town! Hit me up 🍁,Drug-related,"#powder, #exclusive"
2570,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
2571,Anyone interested in some premium green? 🌿,Drug-related,"#green, #exclusive"
2572,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
2573,Anyone interested in some premium 420? 🌿,Drug-related,"#420, #exclusive"
2574,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2575,Anyone interested in some premium ganja? 🌿,Drug-related,"#ganja, #exclusive"
2576,Just relaxing and enjoying the day 🔥,Non-drug,"#relax, #life"
2577,"🔥 Quality weed available, contact for more!",Drug-related,"#weed, #exclusive"
2578,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2579,Looking for some powder? DM me for details 🚬,Drug-related,"#powder, #exclusive"
2580,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
2581,"💰 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
2582,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2583,"🍁 Only the best coke here, DM for info!",Drug-related,"#coke, #exclusive"
2584,"Best coffee in town, anyone else a fan? 💰",Non-drug,"#relax, #life"
2585,"Stocked up on goods, get yours now! 🌿",Drug-related,"#goods, #exclusive"
2586,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
2587,Looking for some herb? DM me for details 💸,Drug-related,"#herb, #exclusive"
2588,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
2589,Ready to serve ganja to my loyal clients 🚬,Drug-related,"#ganja, #exclusive"
2590,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
2591,Looking for some herb? DM me for details 🍃,Drug-related,"#herb, #exclusive"
2592,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
2593,"🍃 Only the best powder here, DM for info!",Drug-related,"#powder, #exclusive"
2594,"Best coffee in town, anyone else a fan? 💰",Non-drug,"#relax, #life"
2595,"💸 Quality exclusive available, contact for more!",Drug-related,"#exclusive, #exclusive"
2596,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
2597,Fresh powder in town! Hit me up 🍃,Drug-related,"#powder, #exclusive"
2598,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
2599,"Limited exclusive available, get it before it's gone 🚬",Drug-related,"#exclusive, #exclusive"
2600,Who else loves morning hikes? 🍁,Non-drug,"#relax, #life"
2601,"Stocked up on coke, get yours now! 💸",Drug-related,"#coke, #exclusive"
2602,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
2603,"💰 Quality dope available, contact for more!",Drug-related,"#dope, #exclusive"
2604,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
2605,Fresh stash in town! Hit me up 💸,Drug-related,"#stash, #exclusive"
2606,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
2607,"💊 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
2608,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
2609,Looking for some goods? DM me for details 💊,Drug-related,"#goods, #exclusive"
2610,Loving the weekend vibes! 🚬,Non-drug,"#relax, #life"
2611,Anyone interested in some premium 420? 🍁,Drug-related,"#420, #exclusive"
2612,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2613,Fresh weed in town! Hit me up 🍃,Drug-related,"#weed, #exclusive"
2614,Exploring nature and living life to the fullest 💰,Non-drug,"#relax, #life"
2615,"Stocked up on coke, get yours now! 🍁",Drug-related,"#coke, #exclusive"
2616,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
2617,"🔥 Quality product available, contact for more!",Drug-related,"#product, #exclusive"
2618,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2619,Fresh 420 in town! Hit me up 💰,Drug-related,"#420, #exclusive"
2620,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
2621,Looking for some stash? DM me for details 🌿,Drug-related,"#stash, #exclusive"
2622,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
2623,Fresh stash in town! Hit me up 💸,Drug-related,"#stash, #exclusive"
2624,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
2625,Fresh ganja in town! Hit me up 🚬,Drug-related,"#ganja, #exclusive"
2626,Who else loves morning hikes? 💊,Non-drug,"#relax, #life"
2627,Looking for some exclusive? DM me for details 💰,Drug-related,"#exclusive, #exclusive"
2628,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
2629,"Limited green available, get it before it's gone 🍁",Drug-related,"#green, #exclusive"
2630,Excited for the new restaurant opening! 💊,Non-drug,"#relax, #life"
2631,"Limited ganja available, get it before it's gone 🍁",Drug-related,"#ganja, #exclusive"
2632,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
2633,"💸 Quality ganja available, contact for more!",Drug-related,"#ganja, #exclusive"
2634,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
2635,Looking for some 420? DM me for details 🍁,Drug-related,"#420, #exclusive"
2636,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
2637,"💰 Quality goods available, contact for more!",Drug-related,"#goods, #exclusive"
2638,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
2639,Looking for some herb? DM me for details 🌿,Drug-related,"#herb, #exclusive"
2640,Nothing better than a good book and coffee 🌿,Non-drug,"#relax, #life"
2641,Fresh stash in town! Hit me up 🌿,Drug-related,"#stash, #exclusive"
2642,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
2643,"🔥 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
2644,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
2645,Anyone interested in some premium weed? 🚬,Drug-related,"#weed, #exclusive"
2646,Check out my latest travel post! 💸,Non-drug,"#relax, #life"
2647,"Stocked up on ganja, get yours now! 🍃",Drug-related,"#ganja, #exclusive"
2648,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
2649,"Limited ganja available, get it before it's gone 🌿",Drug-related,"#ganja, #exclusive"
2650,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
2651,Ready to serve green to my loyal clients 🚬,Drug-related,"#green, #exclusive"
2652,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2653,"Limited 420 available, get it before it's gone 🚬",Drug-related,"#420, #exclusive"
2654,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2655,"🚬 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
2656,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
2657,Looking for some coke? DM me for details 🍁,Drug-related,"#coke, #exclusive"
2658,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
2659,Ready to serve powder to my loyal clients 🔥,Drug-related,"#powder, #exclusive"
2660,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
2661,"🍁 Quality green available, contact for more!",Drug-related,"#green, #exclusive"
2662,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
2663,Looking for some 420? DM me for details 💰,Drug-related,"#420, #exclusive"
2664,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
2665,"Limited goods available, get it before it's gone 🚬",Drug-related,"#goods, #exclusive"
2666,Nothing better than a good book and coffee 💊,Non-drug,"#relax, #life"
2667,"💸 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
2668,Nothing better than a good book and coffee 💰,Non-drug,"#relax, #life"
2669,Ready to serve stash to my loyal clients 💊,Drug-related,"#stash, #exclusive"
2670,Who else loves morning hikes? 🍃,Non-drug,"#relax, #life"
2671,Fresh herb in town! Hit me up 💸,Drug-related,"#herb, #exclusive"
2672,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
2673,"🚬 Quality weed available, contact for more!",Drug-related,"#weed, #exclusive"
2674,Check out my latest travel post! 🍁,Non-drug,"#relax, #life"
2675,"Limited 420 available, get it before it's gone 🌿",Drug-related,"#420, #exclusive"
2676,Who else loves morning hikes? 🌿,Non-drug,"#relax, #life"
2677,Anyone interested in some premium 420? 🚬,Drug-related,"#420, #exclusive"
2678,Exploring nature and living life to the fullest 🌿,Non-drug,"#relax, #life"
2679,Ready to serve powder to my loyal clients 🍃,Drug-related,"#powder, #exclusive"
2680,Check out my latest travel post! 💰,Non-drug,"#relax, #life"
2681,Anyone interested in some premium exclusive? 💰,Drug-related,"#exclusive, #exclusive"
2682,Excited for the new restaurant opening! 💰,Non-drug,"#relax, #life"
2683,"💸 Only the best product here, DM for info!",Drug-related,"#product, #exclusive"
2684,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
2685,"💸 Only the best 420 here, DM for info!",Drug-related,"#420, #exclusive"
2686,Check out my latest travel post! 🌿,Non-drug,"#relax, #life"
2687,"Limited ganja available, get it before it's gone 💊",Drug-related,"#ganja, #exclusive"
2688,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
2689,Looking for some ganja? DM me for details 🍁,Drug-related,"#ganja, #exclusive"
2690,Who else loves morning hikes? 💰,Non-drug,"#relax, #life"
2691,Anyone interested in some premium weed? 🍃,Drug-related,"#weed, #exclusive"
2692,Just relaxing and enjoying the day 💸,Non-drug,"#relax, #life"
2693,"Stocked up on exclusive, get yours now! 💰",Drug-related,"#exclusive, #exclusive"
2694,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2695,Ready to serve product to my loyal clients 🔥,Drug-related,"#product, #exclusive"
2696,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
2697,"Limited dope available, get it before it's gone 🌿",Drug-related,"#dope, #exclusive"
2698,Loving the weekend vibes! 🔥,Non-drug,"#relax, #life"
2699,"Limited dope available, get it before it's gone 🌿",Drug-related,"#dope, #exclusive"
2700,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
2701,Ready to serve ganja to my loyal clients 🚬,Drug-related,"#ganja, #exclusive"
2702,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2703,Looking for some ganja? DM me for details 💸,Drug-related,"#ganja, #exclusive"
2704,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
2705,"💸 Only the best stash here, DM for info!",Drug-related,"#stash, #exclusive"
2706,Excited for the new restaurant opening! 🌿,Non-drug,"#relax, #life"
2707,"Stocked up on ganja, get yours now! 💊",Drug-related,"#ganja, #exclusive"
2708,Just relaxing and enjoying the day 💰,Non-drug,"#relax, #life"
2709,"🍃 Quality 420 available, contact for more!",Drug-related,"#420, #exclusive"
2710,Who else loves morning hikes? 💸,Non-drug,"#relax, #life"
2711,Fresh herb in town! Hit me up 🌿,Drug-related,"#herb, #exclusive"
2712,Check out my latest travel post! 💊,Non-drug,"#relax, #life"
2713,Ready to serve 420 to my loyal clients 💊,Drug-related,"#420, #exclusive"
2714,"Best coffee in town, anyone else a fan? 🍃",Non-drug,"#relax, #life"
2715,"💸 Only the best exclusive here, DM for info!",Drug-related,"#exclusive, #exclusive"
2716,Nothing better than a good book and coffee 🍁,Non-drug,"#relax, #life"
2717,"Limited dope available, get it before it's gone 🚬",Drug-related,"#dope, #exclusive"
2718,Check out my latest travel post! 🔥,Non-drug,"#relax, #life"
2719,Fresh green in town! Hit me up 💊,Drug-related,"#green, #exclusive"
2720,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
2721,Ready to serve coke to my loyal clients 🔥,Drug-related,"#coke, #exclusive"
2722,Exploring nature and living life to the fullest 🍁,Non-drug,"#relax, #life"
2723,"Limited exclusive available, get it before it's gone 🔥",Drug-related,"#exclusive, #exclusive"
2724,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
2725,Looking for some goods? DM me for details 🍁,Drug-related,"#goods, #exclusive"
2726,"Best coffee in town, anyone else a fan? 🍁",Non-drug,"#relax, #life"
2727,"💰 Quality herb available, contact for more!",Drug-related,"#herb, #exclusive"
2728,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
2729,"Stocked up on coke, get yours now! 🚬",Drug-related,"#coke, #exclusive"
2730,Just relaxing and enjoying the day 🌿,Non-drug,"#relax, #life"
2731,"🌿 Quality coke available, contact for more!",Drug-related,"#coke, #exclusive"
2732,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
2733,Anyone interested in some premium dope? 🚬,Drug-related,"#dope, #exclusive"
2734,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
2735,"🔥 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
2736,Just relaxing and enjoying the day 🍃,Non-drug,"#relax, #life"
2737,Looking for some herb? DM me for details 💰,Drug-related,"#herb, #exclusive"
2738,"Best coffee in town, anyone else a fan? 💰",Non-drug,"#relax, #life"
2739,Looking for some 420? DM me for details 🍃,Drug-related,"#420, #exclusive"
2740,Loving the weekend vibes! 💸,Non-drug,"#relax, #life"
2741,Fresh powder in town! Hit me up 🌿,Drug-related,"#powder, #exclusive"
2742,Exploring nature and living life to the fullest 💊,Non-drug,"#relax, #life"
2743,Ready to serve stash to my loyal clients 🍃,Drug-related,"#stash, #exclusive"
2744,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2745,Ready to serve product to my loyal clients 💰,Drug-related,"#product, #exclusive"
2746,"Best coffee in town, anyone else a fan? 🚬",Non-drug,"#relax, #life"
2747,"🍃 Only the best ganja here, DM for info!",Drug-related,"#ganja, #exclusive"
2748,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
2749,"🍃 Only the best exclusive here, DM for info!",Drug-related,"#exclusive, #exclusive"
2750,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
2751,Fresh weed in town! Hit me up 🚬,Drug-related,"#weed, #exclusive"
2752,Excited for the new restaurant opening! 💸,Non-drug,"#relax, #life"
2753,"Stocked up on green, get yours now! 🍃",Drug-related,"#green, #exclusive"
2754,Loving the weekend vibes! 💰,Non-drug,"#relax, #life"
2755,Fresh dope in town! Hit me up 🍁,Drug-related,"#dope, #exclusive"
2756,Nothing better than a good book and coffee 💸,Non-drug,"#relax, #life"
2757,"Limited coke available, get it before it's gone 💸",Drug-related,"#coke, #exclusive"
2758,"Best coffee in town, anyone else a fan? 🌿",Non-drug,"#relax, #life"
2759,Looking for some coke? DM me for details 🍁,Drug-related,"#coke, #exclusive"
2760,Loving the weekend vibes! 🍃,Non-drug,"#relax, #life"
2761,Looking for some goods? DM me for details 🍁,Drug-related,"#goods, #exclusive"
2762,Check out my latest travel post! 💰,Non-drug,"#relax, #life"
2763,"💰 Quality stash available, contact for more!",Drug-related,"#stash, #exclusive"
2764,"Best coffee in town, anyone else a fan? 🔥",Non-drug,"#relax, #life"
2765,"Stocked up on coke, get yours now! 💰",Drug-related,"#coke, #exclusive"
2766,Nothing better than a good book and coffee 🍃,Non-drug,"#relax, #life"
2767,"💊 Only the best goods here, DM for info!",Drug-related,"#goods, #exclusive"
2768,Exploring nature and living life to the fullest 🍃,Non-drug,"#relax, #life"
2769,"🌿 Only the best 420 here, DM for info!",Drug-related,"#420, #exclusive"
2770,Exploring nature and living life to the fullest 💸,Non-drug,"#relax, #life"
2771,Anyone interested in some premium stash? 💊,Drug-related,"#stash, #exclusive"
2772,Check out my latest travel post! 🚬,Non-drug,"#relax, #life"
2773,Anyone interested in some premium coke? 🍃,Drug-related,"#coke, #exclusive"
2774,Excited for the new restaurant opening! 🍃,Non-drug,"#relax, #life"
2775,Anyone interested in some premium stash? 🍃,Drug-related,"#stash, #exclusive"
2776,Check out my latest travel post! 🍃,Non-drug,"#relax, #life"
2777,Ready to serve herb to my loyal clients 🍁,Drug-related,"#herb, #exclusive"
2778,Excited for the new restaurant opening! 🔥,Non-drug,"#relax, #life"
2779,"Limited herb available, get it before it's gone 💊",Drug-related,"#herb, #exclusive"
2780,Loving the weekend vibes! 💊,Non-drug,"#relax, #life"
2781,"💰 Only the best ganja here, DM for info!",Drug-related,"#ganja, #exclusive"
2782,Nothing better than a good book and coffee 🚬,Non-drug,"#relax, #life"
